"deploymentID", "timestamp", "variable", "value"
30,1524631260,"water temperature",6.63
30,1524631860,"water temperature",6.591
30,1524632460,"water temperature",6.562
30,1524633060,"water temperature",6.572
30,1524633660,"water temperature",6.523
30,1524634260,"water temperature",6.553
30,1524634860,"water temperature",6.591
30,1524635460,"water temperature",6.572
30,1524636060,"water temperature",6.63
30,1524636660,"water temperature",6.678
30,1524637260,"water temperature",6.746
30,1524637860,"water temperature",6.823
30,1524638460,"water temperature",6.92
30,1524639060,"water temperature",7.025
30,1524639660,"water temperature",7.15
30,1524640260,"water temperature",7.284
30,1524640860,"water temperature",7.437
30,1524641460,"water temperature",7.599
30,1524642060,"water temperature",7.76
30,1524642660,"water temperature",7.959
30,1524643260,"water temperature",8.139
30,1524643860,"water temperature",8.364
30,1524644460,"water temperature",8.617
30,1524645060,"water temperature",8.767
30,1524645660,"water temperature",8.953
30,1524646260,"water temperature",9.176
30,1524646860,"water temperature",9.434
30,1524647460,"water temperature",9.674
30,1524648060,"water temperature",9.912
30,1524648660,"water temperature",10.186
30,1524649260,"water temperature",10.35
30,1524649860,"water temperature",10.55
30,1524650460,"water temperature",10.858
30,1524651060,"water temperature",11.083
30,1524651660,"water temperature",11.317
30,1524652260,"water temperature",11.577
30,1524652860,"water temperature",11.862
30,1524653460,"water temperature",12.182
30,1524654060,"water temperature",12.395
30,1524654660,"water temperature",12.678
30,1524655260,"water temperature",12.81
30,1524655860,"water temperature",12.959
30,1524656460,"water temperature",13.196
30,1524657060,"water temperature",13.31
30,1524657660,"water temperature",13.441
30,1524658260,"water temperature",13.59
30,1524658860,"water temperature",13.695
30,1524659460,"water temperature",13.729
30,1524660060,"water temperature",13.86
30,1524660660,"water temperature",14.008
30,1524661260,"water temperature",13.999
30,1524661860,"water temperature",14.06
30,1524662460,"water temperature",14.043
30,1524663060,"water temperature",14.034
30,1524663660,"water temperature",14.069
30,1524664260,"water temperature",14.06
30,1524664860,"water temperature",13.982
30,1524665460,"water temperature",13.965
30,1524666060,"water temperature",13.886
30,1524666660,"water temperature",13.834
30,1524667260,"water temperature",13.747
30,1524667860,"water temperature",13.651
30,1524668460,"water temperature",13.581
30,1524669060,"water temperature",13.468
30,1524669660,"water temperature",13.345
30,1524670260,"water temperature",13.214
30,1524670860,"water temperature",13.109
30,1524671460,"water temperature",12.959
30,1524672060,"water temperature",12.819
30,1524672660,"water temperature",12.678
30,1524673260,"water temperature",12.528
30,1524673860,"water temperature",12.413
30,1524674460,"water temperature",12.28
30,1524675060,"water temperature",12.138
30,1524675660,"water temperature",11.987
30,1524676260,"water temperature",11.818
30,1524676860,"water temperature",11.639
30,1524677460,"water temperature",11.505
30,1524678060,"water temperature",11.38
30,1524678660,"water temperature",11.236
30,1524679260,"water temperature",11.101
30,1524679860,"water temperature",10.93
30,1524680460,"water temperature",10.84
30,1524681060,"water temperature",10.731
30,1524681660,"water temperature",10.605
30,1524682260,"water temperature",10.496
30,1524682860,"water temperature",10.387
30,1524683460,"water temperature",10.259
30,1524684060,"water temperature",10.177
30,1524684660,"water temperature",10.059
30,1524685260,"water temperature",9.949
30,1524685860,"water temperature",9.866
30,1524686460,"water temperature",9.756
30,1524687060,"water temperature",9.628
30,1524687660,"water temperature",9.545
30,1524688260,"water temperature",9.425
30,1524688860,"water temperature",9.351
30,1524689460,"water temperature",9.268
30,1524690060,"water temperature",9.176
30,1524690660,"water temperature",9.074
30,1524691260,"water temperature",9.009
30,1524691860,"water temperature",8.925
30,1524692460,"water temperature",8.813
30,1524693060,"water temperature",8.767
30,1524693660,"water temperature",8.72
30,1524694260,"water temperature",8.645
30,1524694860,"water temperature",8.552
30,1524695460,"water temperature",8.505
30,1524696060,"water temperature",8.468
30,1524696660,"water temperature",8.374
30,1524697260,"water temperature",8.308
30,1524697860,"water temperature",8.261
30,1524698460,"water temperature",8.214
30,1524699060,"water temperature",8.129
30,1524699660,"water temperature",8.12
30,1524700260,"water temperature",8.063
30,1524700860,"water temperature",8.016
30,1524701460,"water temperature",7.931
30,1524702060,"water temperature",7.884
30,1524702660,"water temperature",7.855
30,1524703260,"water temperature",7.789
30,1524703860,"water temperature",7.779
30,1524704460,"water temperature",7.751
30,1524705060,"water temperature",7.713
30,1524705660,"water temperature",7.666
30,1524706260,"water temperature",7.647
30,1524706860,"water temperature",7.599
30,1524707460,"water temperature",7.561
30,1524708060,"water temperature",7.532
30,1524708660,"water temperature",7.504
30,1524709260,"water temperature",7.475
30,1524709860,"water temperature",7.428
30,1524710460,"water temperature",7.418
30,1524711060,"water temperature",7.38
30,1524711660,"water temperature",7.361
30,1524712260,"water temperature",7.332
30,1524712860,"water temperature",7.294
30,1524713460,"water temperature",7.265
30,1524714060,"water temperature",7.246
30,1524714660,"water temperature",7.265
30,1524715260,"water temperature",7.189
30,1524715860,"water temperature",7.16
30,1524716460,"water temperature",7.15
30,1524717060,"water temperature",7.141
30,1524717660,"water temperature",7.141
30,1524718260,"water temperature",7.112
30,1524718860,"water temperature",7.073
30,1524719460,"water temperature",7.112
30,1524720060,"water temperature",7.093
30,1524720660,"water temperature",7.112
30,1524721260,"water temperature",7.112
30,1524721860,"water temperature",7.16
30,1524722460,"water temperature",7.189
30,1524723060,"water temperature",7.246
30,1524723660,"water temperature",7.342
30,1524724260,"water temperature",7.399
30,1524724860,"water temperature",7.475
30,1524725460,"water temperature",7.618
30,1524726060,"water temperature",7.713
30,1524726660,"water temperature",7.865
30,1524727260,"water temperature",8.007
30,1524727860,"water temperature",8.148
30,1524728460,"water temperature",8.317
30,1524729060,"water temperature",8.496
30,1524729660,"water temperature",8.692
30,1524730260,"water temperature",8.897
30,1524730860,"water temperature",9.101
30,1524731460,"water temperature",9.351
30,1524732060,"water temperature",9.545
30,1524732660,"water temperature",9.839
30,1524733260,"water temperature",10.086
30,1524733860,"water temperature",10.314
30,1524734460,"water temperature",10.459
30,1524735060,"water temperature",10.55
30,1524735660,"water temperature",10.559
30,1524736260,"water temperature",10.559
30,1524736860,"water temperature",10.577
30,1524737460,"water temperature",10.523
30,1524738060,"water temperature",10.478
30,1524738660,"water temperature",10.541
30,1524739260,"water temperature",10.786
30,1524739860,"water temperature",10.966
30,1524740460,"water temperature",11.011
30,1524741060,"water temperature",10.948
30,1524741660,"water temperature",11.029
30,1524742260,"water temperature",11.416
30,1524742860,"water temperature",11.693
30,1524743460,"water temperature",11.978
30,1524744060,"water temperature",12.12
30,1524744660,"water temperature",12.031
30,1524745260,"water temperature",12.014
30,1524745860,"water temperature",11.987
30,1524746460,"water temperature",11.987
30,1524747060,"water temperature",11.996
30,1524747660,"water temperature",11.987
30,1524748260,"water temperature",11.969
30,1524748860,"water temperature",11.898
30,1524749460,"water temperature",11.853
30,1524750060,"water temperature",11.791
30,1524750660,"water temperature",11.711
30,1524751260,"water temperature",11.675
30,1524751860,"water temperature",11.63
30,1524752460,"water temperature",11.514
30,1524753060,"water temperature",11.505
30,1524753660,"water temperature",11.478
30,1524754260,"water temperature",11.434
30,1524754860,"water temperature",11.416
30,1524755460,"water temperature",11.425
30,1524756060,"water temperature",11.434
30,1524756660,"water temperature",11.371
30,1524757260,"water temperature",11.353
30,1524757860,"water temperature",11.272
30,1524758460,"water temperature",11.218
30,1524759060,"water temperature",11.146
30,1524759660,"water temperature",11.092
30,1524760260,"water temperature",11.002
30,1524760860,"water temperature",10.984
30,1524761460,"water temperature",10.903
30,1524762060,"water temperature",10.813
30,1524762660,"water temperature",10.758
30,1524763260,"water temperature",10.623
30,1524763860,"water temperature",10.596
30,1524764460,"water temperature",10.487
30,1524765060,"water temperature",10.387
30,1524765660,"water temperature",10.323
30,1524766260,"water temperature",10.232
30,1524766860,"water temperature",10.095
30,1524767460,"water temperature",10.068
30,1524768060,"water temperature",9.949
30,1524768660,"water temperature",9.876
30,1524769260,"water temperature",9.747
30,1524769860,"water temperature",9.72
30,1524770460,"water temperature",9.646
30,1524771060,"water temperature",9.573
30,1524771660,"water temperature",9.462
30,1524772260,"water temperature",9.379
30,1524772860,"water temperature",9.324
30,1524773460,"water temperature",9.25
30,1524774060,"water temperature",9.203
30,1524774660,"water temperature",9.129
30,1524775260,"water temperature",9.074
30,1524775860,"water temperature",9.064
30,1524776460,"water temperature",8.962
30,1524777060,"water temperature",8.897
30,1524777660,"water temperature",8.823
30,1524778260,"water temperature",8.767
30,1524778860,"water temperature",8.701
30,1524779460,"water temperature",8.636
30,1524780060,"water temperature",8.608
30,1524780660,"water temperature",8.533
30,1524781260,"water temperature",8.496
30,1524781860,"water temperature",8.439
30,1524782460,"water temperature",8.355
30,1524783060,"water temperature",8.327
30,1524783660,"water temperature",8.242
30,1524784260,"water temperature",8.186
30,1524784860,"water temperature",8.157
30,1524785460,"water temperature",8.11
30,1524786060,"water temperature",8.073
30,1524786660,"water temperature",8.035
30,1524787260,"water temperature",7.978
30,1524787860,"water temperature",7.94
30,1524788460,"water temperature",7.884
30,1524789060,"water temperature",7.846
30,1524789660,"water temperature",7.808
30,1524790260,"water temperature",7.751
30,1524790860,"water temperature",7.723
30,1524791460,"water temperature",7.704
30,1524792060,"water temperature",7.647
30,1524792660,"water temperature",7.599
30,1524793260,"water temperature",7.542
30,1524793860,"water temperature",7.523
30,1524794460,"water temperature",7.513
30,1524795060,"water temperature",7.485
30,1524795660,"water temperature",7.447
30,1524796260,"water temperature",7.408
30,1524796860,"water temperature",7.389
30,1524797460,"water temperature",7.351
30,1524798060,"water temperature",7.332
30,1524798660,"water temperature",7.275
30,1524799260,"water temperature",7.256
30,1524799860,"water temperature",7.246
30,1524800460,"water temperature",7.227
30,1524801060,"water temperature",7.179
30,1524801660,"water temperature",7.217
30,1524802260,"water temperature",7.169
30,1524802860,"water temperature",7.15
30,1524803460,"water temperature",7.15
30,1524804060,"water temperature",7.131
30,1524804660,"water temperature",7.121
30,1524805260,"water temperature",7.102
30,1524805860,"water temperature",7.169
30,1524806460,"water temperature",7.131
30,1524807060,"water temperature",7.179
30,1524807660,"water temperature",7.198
30,1524808260,"water temperature",7.189
30,1524808860,"water temperature",7.294
30,1524809460,"water temperature",7.351
30,1524810060,"water temperature",7.408
30,1524810660,"water temperature",7.494
30,1524811260,"water temperature",7.599
30,1524811860,"water temperature",7.723
30,1524812460,"water temperature",7.827
30,1524813060,"water temperature",7.931
30,1524813660,"water temperature",8.129
30,1524814260,"water temperature",8.28
30,1524814860,"water temperature",8.411
30,1524815460,"water temperature",8.589
30,1524816060,"water temperature",8.813
30,1524816660,"water temperature",8.99
30,1524817260,"water temperature",9.231
30,1524817860,"water temperature",9.434
30,1524818460,"water temperature",9.637
30,1524819060,"water temperature",9.839
30,1524819660,"water temperature",10.113
30,1524820260,"water temperature",10.396
30,1524820860,"water temperature",10.722
30,1524821460,"water temperature",10.984
30,1524822060,"water temperature",11.272
30,1524822660,"water temperature",11.442
30,1524823260,"water temperature",11.666
30,1524823860,"water temperature",11.925
30,1524824460,"water temperature",12.173
30,1524825060,"water temperature",12.466
30,1524825660,"water temperature",12.722
30,1524826260,"water temperature",13.003
30,1524826860,"water temperature",13.205
30,1524827460,"water temperature",13.529
30,1524828060,"water temperature",13.747
30,1524828660,"water temperature",13.938
30,1524829260,"water temperature",14.112
30,1524829860,"water temperature",14.121
30,1524830460,"water temperature",14.294
30,1524831060,"water temperature",14.294
30,1524831660,"water temperature",14.424
30,1524832260,"water temperature",14.537
30,1524832860,"water temperature",14.571
30,1524833460,"water temperature",14.571
30,1524834060,"water temperature",14.502
30,1524834660,"water temperature",14.537
30,1524835260,"water temperature",14.563
30,1524835860,"water temperature",14.606
30,1524836460,"water temperature",14.537
30,1524837060,"water temperature",14.416
30,1524837660,"water temperature",14.338
30,1524838260,"water temperature",14.225
30,1524838860,"water temperature",14.13
30,1524839460,"water temperature",14.008
30,1524840060,"water temperature",13.895
30,1524840660,"water temperature",13.799
30,1524841260,"water temperature",13.738
30,1524841860,"water temperature",13.607
30,1524842460,"water temperature",13.511
30,1524843060,"water temperature",13.415
30,1524843660,"water temperature",13.258
30,1524844260,"water temperature",13.135
30,1524844860,"water temperature",13.038
30,1524845460,"water temperature",12.915
30,1524846060,"water temperature",12.757
30,1524846660,"water temperature",12.695
30,1524847260,"water temperature",12.589
30,1524847860,"water temperature",12.483
30,1524848460,"water temperature",12.377
30,1524849060,"water temperature",12.253
30,1524849660,"water temperature",12.156
30,1524850260,"water temperature",12.031
30,1524850860,"water temperature",11.853
30,1524851460,"water temperature",11.729
30,1524852060,"water temperature",11.595
30,1524852660,"water temperature",11.487
30,1524853260,"water temperature",11.353
30,1524853860,"water temperature",11.2
30,1524854460,"water temperature",11.038
30,1524855060,"water temperature",10.912
30,1524855660,"water temperature",10.777
30,1524856260,"water temperature",10.65
30,1524856860,"water temperature",10.523
30,1524857460,"water temperature",10.405
30,1524858060,"water temperature",10.296
30,1524858660,"water temperature",10.168
30,1524859260,"water temperature",10.059
30,1524859860,"water temperature",9.94
30,1524860460,"water temperature",9.866
30,1524861060,"water temperature",9.775
30,1524861660,"water temperature",9.674
30,1524862260,"water temperature",9.6
30,1524862860,"water temperature",9.499
30,1524863460,"water temperature",9.416
30,1524864060,"water temperature",9.351
30,1524864660,"water temperature",9.25
30,1524865260,"water temperature",9.157
30,1524865860,"water temperature",9.129
30,1524866460,"water temperature",9.064
30,1524867060,"water temperature",9.027
30,1524867660,"water temperature",8.897
30,1524868260,"water temperature",8.86
30,1524868860,"water temperature",8.823
30,1524869460,"water temperature",8.748
30,1524870060,"water temperature",8.673
30,1524870660,"water temperature",8.636
30,1524871260,"water temperature",8.58
30,1524871860,"water temperature",8.524
30,1524872460,"water temperature",8.496
30,1524873060,"water temperature",8.449
30,1524873660,"water temperature",8.393
30,1524874260,"water temperature",8.355
30,1524874860,"water temperature",8.317
30,1524875460,"water temperature",8.27
30,1524876060,"water temperature",8.252
30,1524876660,"water temperature",8.195
30,1524877260,"water temperature",8.186
30,1524877860,"water temperature",8.139
30,1524878460,"water temperature",8.073
30,1524879060,"water temperature",8.073
30,1524879660,"water temperature",8.016
30,1524880260,"water temperature",7.978
30,1524880860,"water temperature",7.978
30,1524881460,"water temperature",7.95
30,1524882060,"water temperature",7.912
30,1524882660,"water temperature",7.912
30,1524883260,"water temperature",7.846
30,1524883860,"water temperature",7.817
30,1524884460,"water temperature",7.76
30,1524885060,"water temperature",7.77
30,1524885660,"water temperature",7.751
30,1524886260,"water temperature",7.713
30,1524886860,"water temperature",7.666
30,1524887460,"water temperature",7.666
30,1524888060,"water temperature",7.666
30,1524888660,"water temperature",7.59
30,1524889260,"water temperature",7.599
30,1524889860,"water temperature",7.59
30,1524890460,"water temperature",7.561
30,1524891060,"water temperature",7.561
30,1524891660,"water temperature",7.532
30,1524892260,"water temperature",7.561
30,1524892860,"water temperature",7.551
30,1524893460,"water temperature",7.551
30,1524894060,"water temperature",7.58
30,1524894660,"water temperature",7.599
30,1524895260,"water temperature",7.675
30,1524895860,"water temperature",7.713
30,1524896460,"water temperature",7.779
30,1524897060,"water temperature",7.884
30,1524897660,"water temperature",7.988
30,1524898260,"water temperature",8.091
30,1524898860,"water temperature",8.252
30,1524899460,"water temperature",8.364
30,1524900060,"water temperature",8.514
30,1524900660,"water temperature",8.711
30,1524901260,"water temperature",8.869
30,1524901860,"water temperature",9.036
30,1524902460,"water temperature",9.287
30,1524903060,"water temperature",9.499
30,1524903660,"water temperature",9.747
30,1524904260,"water temperature",9.921
30,1524904860,"water temperature",10.095
30,1524905460,"water temperature",10.287
30,1524906060,"water temperature",10.614
30,1524906660,"water temperature",10.84
30,1524907260,"water temperature",11.083
30,1524907860,"water temperature",11.299
30,1524908460,"water temperature",11.407
30,1524909060,"water temperature",11.46
30,1524909660,"water temperature",11.648
30,1524910260,"water temperature",11.755
30,1524910860,"water temperature",12.031
30,1524911460,"water temperature",12.253
30,1524912060,"water temperature",12.581
30,1524912660,"water temperature",12.942
30,1524913260,"water temperature",13.214
30,1524913860,"water temperature",13.319
30,1524914460,"water temperature",13.441
30,1524915060,"water temperature",13.529
30,1524915660,"water temperature",13.651
30,1524916260,"water temperature",13.712
30,1524916860,"water temperature",13.851
30,1524917460,"water temperature",13.999
30,1524918060,"water temperature",14.208
30,1524918660,"water temperature",14.294
30,1524919260,"water temperature",14.398
30,1524919860,"water temperature",14.355
30,1524920460,"water temperature",14.407
30,1524921060,"water temperature",14.416
30,1524921660,"water temperature",14.381
30,1524922260,"water temperature",14.372
30,1524922860,"water temperature",14.381
30,1524923460,"water temperature",14.416
30,1524924060,"water temperature",14.519
30,1524924660,"water temperature",14.537
30,1524925260,"water temperature",14.467
30,1524925860,"water temperature",14.416
30,1524926460,"water temperature",14.225
30,1524927060,"water temperature",14.112
30,1524927660,"water temperature",13.973
30,1524928260,"water temperature",13.834
30,1524928860,"water temperature",13.651
30,1524929460,"water temperature",13.476
30,1524930060,"water temperature",13.319
30,1524930660,"water temperature",13.17
30,1524931260,"water temperature",12.995
30,1524931860,"water temperature",12.854
30,1524932460,"water temperature",12.748
30,1524933060,"water temperature",12.572
30,1524933660,"water temperature",12.439
30,1524934260,"water temperature",12.306
30,1524934860,"water temperature",12.156
30,1524935460,"water temperature",12.049
30,1524936060,"water temperature",11.925
30,1524936660,"water temperature",11.809
30,1524937260,"water temperature",11.666
30,1524937860,"water temperature",11.586
30,1524938460,"water temperature",11.487
30,1524939060,"water temperature",11.353
30,1524939660,"water temperature",11.254
30,1524940260,"water temperature",11.164
30,1524940860,"water temperature",11.065
30,1524941460,"water temperature",10.93
30,1524942060,"water temperature",10.813
30,1524942660,"water temperature",10.695
30,1524943260,"water temperature",10.605
30,1524943860,"water temperature",10.496
30,1524944460,"water temperature",10.423
30,1524945060,"water temperature",10.314
30,1524945660,"water temperature",10.196
30,1524946260,"water temperature",10.123
30,1524946860,"water temperature",10.022
30,1524947460,"water temperature",9.94
30,1524948060,"water temperature",9.876
30,1524948660,"water temperature",9.793
30,1524949260,"water temperature",9.72
30,1524949860,"water temperature",9.646
30,1524950460,"water temperature",9.563
30,1524951060,"water temperature",9.508
30,1524951660,"water temperature",9.434
30,1524952260,"water temperature",9.351
30,1524952860,"water temperature",9.305
30,1524953460,"water temperature",9.231
30,1524954060,"water temperature",9.176
30,1524954660,"water temperature",9.12
30,1524955260,"water temperature",9.046
30,1524955860,"water temperature",9.018
30,1524956460,"water temperature",8.953
30,1524957060,"water temperature",8.906
30,1524957660,"water temperature",8.869
30,1524958260,"water temperature",8.804
30,1524958860,"water temperature",8.739
30,1524959460,"water temperature",8.729
30,1524960060,"water temperature",8.673
30,1524960660,"water temperature",8.617
30,1524961260,"water temperature",8.58
30,1524961860,"water temperature",8.496
30,1524962460,"water temperature",8.496
30,1524963060,"water temperature",8.468
30,1524963660,"water temperature",8.421
30,1524964260,"water temperature",8.383
30,1524964860,"water temperature",8.327
30,1524965460,"water temperature",8.28
30,1524966060,"water temperature",8.242
30,1524966660,"water temperature",8.223
30,1524967260,"water temperature",8.176
30,1524967860,"water temperature",8.186
30,1524968460,"water temperature",8.129
30,1524969060,"water temperature",8.091
30,1524969660,"water temperature",8.073
30,1524970260,"water temperature",8.054
30,1524970860,"water temperature",8.016
30,1524971460,"water temperature",7.959
30,1524972060,"water temperature",7.95
30,1524972660,"water temperature",7.921
30,1524973260,"water temperature",7.884
30,1524973860,"water temperature",7.855
30,1524974460,"water temperature",7.836
30,1524975060,"water temperature",7.817
30,1524975660,"water temperature",7.808
30,1524976260,"water temperature",7.808
30,1524976860,"water temperature",7.789
30,1524977460,"water temperature",7.77
30,1524978060,"water temperature",7.789
30,1524978660,"water temperature",7.751
30,1524979260,"water temperature",7.808
30,1524979860,"water temperature",7.827
30,1524980460,"water temperature",7.855
30,1524981060,"water temperature",7.912
30,1524981660,"water temperature",7.969
30,1524982260,"water temperature",8.063
30,1524982860,"water temperature",8.11
30,1524983460,"water temperature",8.205
30,1524984060,"water temperature",8.317
30,1524984660,"water temperature",8.393
30,1524985260,"water temperature",8.486
30,1524985860,"water temperature",8.636
30,1524986460,"water temperature",8.683
30,1524987060,"water temperature",8.832
30,1524987660,"water temperature",8.962
30,1524988260,"water temperature",9.036
30,1524988860,"water temperature",9.092
30,1524989460,"water temperature",9.222
30,1524990060,"water temperature",9.305
30,1524990660,"water temperature",9.425
30,1524991260,"water temperature",9.563
30,1524991860,"water temperature",9.72
30,1524992460,"water temperature",9.848
30,1524993060,"water temperature",10.049
30,1524993660,"water temperature",10.241
30,1524994260,"water temperature",10.441
30,1524994860,"water temperature",10.541
30,1524995460,"water temperature",10.695
30,1524996060,"water temperature",10.813
30,1524996660,"water temperature",10.993
30,1524997260,"water temperature",11.128
30,1524997860,"water temperature",11.326
30,1524998460,"water temperature",11.595
30,1524999060,"water temperature",11.809
30,1524999660,"water temperature",12.005
30,1525000260,"water temperature",12.262
30,1525000860,"water temperature",12.448
30,1525001460,"water temperature",12.607
30,1525002060,"water temperature",12.801
30,1525002660,"water temperature",12.968
30,1525003260,"water temperature",13.144
30,1525003860,"water temperature",13.345
30,1525004460,"water temperature",13.485
30,1525005060,"water temperature",13.607
30,1525005660,"water temperature",13.695
30,1525006260,"water temperature",13.564
30,1525006860,"water temperature",13.686
30,1525007460,"water temperature",13.677
30,1525008060,"water temperature",13.686
30,1525008660,"water temperature",13.721
30,1525009260,"water temperature",13.729
30,1525009860,"water temperature",13.66
30,1525010460,"water temperature",13.581
30,1525011060,"water temperature",13.511
30,1525011660,"water temperature",13.529
30,1525012260,"water temperature",13.494
30,1525012860,"water temperature",13.485
30,1525013460,"water temperature",13.485
30,1525014060,"water temperature",13.398
30,1525014660,"water temperature",13.345
30,1525015260,"water temperature",13.205
30,1525015860,"water temperature",13.109
30,1525016460,"water temperature",13.012
30,1525017060,"water temperature",12.871
30,1525017660,"water temperature",12.783
30,1525018260,"water temperature",12.669
30,1525018860,"water temperature",12.545
30,1525019460,"water temperature",12.43
30,1525020060,"water temperature",12.262
30,1525020660,"water temperature",12.111
30,1525021260,"water temperature",11.96
30,1525021860,"water temperature",11.8
30,1525022460,"water temperature",11.621
30,1525023060,"water temperature",11.496
30,1525023660,"water temperature",11.38
30,1525024260,"water temperature",11.272
30,1525024860,"water temperature",11.146
30,1525025460,"water temperature",11.029
30,1525026060,"water temperature",10.93
30,1525026660,"water temperature",10.876
30,1525027260,"water temperature",10.749
30,1525027860,"water temperature",10.659
30,1525028460,"water temperature",10.568
30,1525029060,"water temperature",10.478
30,1525029660,"water temperature",10.396
30,1525030260,"water temperature",10.323
30,1525030860,"water temperature",10.223
30,1525031460,"water temperature",10.104
30,1525032060,"water temperature",10.049
30,1525032660,"water temperature",9.967
30,1525033260,"water temperature",9.876
30,1525033860,"water temperature",9.793
30,1525034460,"water temperature",9.711
30,1525035060,"water temperature",9.6
30,1525035660,"water temperature",9.563
30,1525036260,"water temperature",9.48
30,1525036860,"water temperature",9.416
30,1525037460,"water temperature",9.361
30,1525038060,"water temperature",9.314
30,1525038660,"water temperature",9.24
30,1525039260,"water temperature",9.203
30,1525039860,"water temperature",9.129
30,1525040460,"water temperature",9.083
30,1525041060,"water temperature",9.036
30,1525041660,"water temperature",8.99
30,1525042260,"water temperature",8.944
30,1525042860,"water temperature",8.906
30,1525043460,"water temperature",8.869
30,1525044060,"water temperature",8.851
30,1525044660,"water temperature",8.823
30,1525045260,"water temperature",8.795
30,1525045860,"water temperature",8.785
30,1525046460,"water temperature",8.757
30,1525047060,"water temperature",8.739
30,1525047660,"water temperature",8.711
30,1525048260,"water temperature",8.72
30,1525048860,"water temperature",8.683
30,1525049460,"water temperature",8.655
30,1525050060,"water temperature",8.636
30,1525050660,"water temperature",8.636
30,1525051260,"water temperature",8.636
30,1525051860,"water temperature",8.571
30,1525052460,"water temperature",8.608
30,1525053060,"water temperature",8.608
30,1525053660,"water temperature",8.599
30,1525054260,"water temperature",8.58
30,1525054860,"water temperature",8.542
30,1525055460,"water temperature",8.505
30,1525056060,"water temperature",8.542
30,1525056660,"water temperature",8.524
30,1525057260,"water temperature",8.505
30,1525057860,"water temperature",8.496
30,1525058460,"water temperature",8.496
30,1525059060,"water temperature",8.496
30,1525059660,"water temperature",8.496
30,1525060260,"water temperature",8.458
30,1525060860,"water temperature",8.486
30,1525061460,"water temperature",8.477
30,1525062060,"water temperature",8.458
30,1525062660,"water temperature",8.449
30,1525063260,"water temperature",8.458
30,1525063860,"water temperature",8.533
30,1525064460,"water temperature",8.468
30,1525065060,"water temperature",8.458
30,1525065660,"water temperature",8.449
30,1525066260,"water temperature",8.458
30,1525066860,"water temperature",8.486
30,1525067460,"water temperature",8.486
30,1525068060,"water temperature",8.514
30,1525068660,"water temperature",8.552
30,1525069260,"water temperature",8.571
30,1525069860,"water temperature",8.627
30,1525070460,"water temperature",8.617
30,1525071060,"water temperature",8.664
30,1525071660,"water temperature",8.655
30,1525072260,"water temperature",8.627
30,1525072860,"water temperature",8.683
30,1525073460,"water temperature",8.711
30,1525074060,"water temperature",8.767
30,1525074660,"water temperature",8.776
30,1525075260,"water temperature",8.823
30,1525075860,"water temperature",8.906
30,1525076460,"water temperature",8.971
30,1525077060,"water temperature",8.999
30,1525077660,"water temperature",8.999
30,1525078260,"water temperature",9.064
30,1525078860,"water temperature",9.101
30,1525079460,"water temperature",9.194
30,1525080060,"water temperature",9.259
30,1525080660,"water temperature",9.324
30,1525081260,"water temperature",9.444
30,1525081860,"water temperature",9.591
30,1525082460,"water temperature",9.711
30,1525083060,"water temperature",9.793
30,1525083660,"water temperature",9.857
30,1525084260,"water temperature",10.068
30,1525084860,"water temperature",10.268
30,1525085460,"water temperature",10.35
30,1525086060,"water temperature",10.496
30,1525086660,"water temperature",10.586
30,1525087260,"water temperature",10.822
30,1525087860,"water temperature",11.038
30,1525088460,"water temperature",11.164
30,1525089060,"water temperature",11.362
30,1525089660,"water temperature",11.478
30,1525090260,"water temperature",11.523
30,1525090860,"water temperature",11.684
30,1525091460,"water temperature",11.657
30,1525092060,"water temperature",11.755
30,1525092660,"water temperature",11.809
30,1525093260,"water temperature",11.871
30,1525093860,"water temperature",11.898
30,1525094460,"water temperature",11.96
30,1525095060,"water temperature",11.969
30,1525095660,"water temperature",11.96
30,1525096260,"water temperature",11.934
30,1525096860,"water temperature",11.978
30,1525097460,"water temperature",11.987
30,1525098060,"water temperature",12.022
30,1525098660,"water temperature",12.058
30,1525099260,"water temperature",12.094
30,1525099860,"water temperature",12.129
30,1525100460,"water temperature",12.2
30,1525101060,"water temperature",12.111
30,1525101660,"water temperature",12.049
30,1525102260,"water temperature",11.978
30,1525102860,"water temperature",11.925
30,1525103460,"water temperature",11.853
30,1525104060,"water temperature",11.737
30,1525104660,"water temperature",11.675
30,1525105260,"water temperature",11.595
30,1525105860,"water temperature",11.55
30,1525106460,"water temperature",11.487
30,1525107060,"water temperature",11.407
30,1525107660,"water temperature",11.371
30,1525108260,"water temperature",11.308
30,1525108860,"water temperature",11.218
30,1525109460,"water temperature",11.119
30,1525110060,"water temperature",11.038
30,1525110660,"water temperature",10.93
30,1525111260,"water temperature",10.849
30,1525111860,"water temperature",10.758
30,1525112460,"water temperature",10.722
30,1525113060,"water temperature",10.596
30,1525113660,"water temperature",10.586
30,1525114260,"water temperature",10.568
30,1525114860,"water temperature",10.523
30,1525115460,"water temperature",10.514
30,1525116060,"water temperature",10.468
30,1525116660,"water temperature",10.478
30,1525117260,"water temperature",10.459
30,1525117860,"water temperature",10.387
30,1525118460,"water temperature",10.332
30,1525119060,"water temperature",10.241
30,1525119660,"water temperature",10.168
30,1525120260,"water temperature",10.086
30,1525120860,"water temperature",9.976
30,1525121460,"water temperature",9.958
30,1525122060,"water temperature",9.885
30,1525122660,"water temperature",9.839
30,1525123260,"water temperature",9.775
30,1525123860,"water temperature",9.72
